src_ip,dst_ip,rtt
192.168.182.221,142.250.194.134,0.002639
192.168.182.221,142.250.194.134,0.024823
192.168.182.221,142.250.194.134,0.001305
192.168.182.221,142.250.194.134,0.182323
192.168.182.221,142.250.194.134,0.000106
192.168.182.221,142.250.194.134,0.014093
192.168.182.221,142.250.194.134,0.000781
192.168.182.221,142.250.194.134,0.009800
192.168.182.221,142.250.194.134,0.029474
192.168.182.221,142.250.194.134,0.009200
192.168.182.221,142.250.194.134,0.085685
192.168.182.221,142.250.194.134,0.001032
192.168.182.221,142.250.194.134,0.013652
192.168.182.221,142.250.194.134,0.160956
192.168.182.221,142.250.194.134,0.283150
192.168.182.221,142.250.194.134,0.000688
192.168.182.221,142.250.194.134,0.000555
192.168.182.221,142.250.194.134,0.000369
192.168.182.221,142.250.194.134,0.000165
192.168.182.221,142.250.194.134,0.075035
192.168.182.221,142.250.194.134,0.080691
192.168.182.221,142.250.194.134,0.000234
192.168.182.221,142.250.194.134,0.093884
192.168.182.221,142.250.194.134,0.001324
192.168.182.221,142.250.194.134,15.370664
192.168.182.221,142.250.194.134,0.026594
192.168.182.221,142.250.194.134,0.080291
192.168.182.221,142.250.194.134,0.002344
192.168.182.221,142.250.194.134,0.005129
192.168.182.221,142.250.194.134,0.006931
192.168.182.221,142.250.194.134,0.168208
192.168.182.221,142.250.194.134,0.016545
192.168.182.221,142.250.194.134,0.000250
192.168.182.221,142.250.194.134,0.000234
192.168.182.221,142.250.194.134,0.000121
192.168.182.221,142.250.194.134,0.000294
192.168.182.221,142.250.194.134,0.000169
192.168.182.221,142.250.194.134,0.000577
192.168.182.221,142.250.194.134,0.000108
192.168.182.221,142.250.194.134,0.000396
192.168.182.221,142.250.194.134,0.009903
192.168.182.221,142.250.194.134,0.099700
192.168.182.221,142.250.194.134,0.001215
192.168.182.221,142.250.194.134,0.088489
192.168.182.221,142.250.194.134,0.000900
192.168.182.221,142.250.194.134,0.038783
192.168.182.221,142.250.194.134,0.995503
192.168.182.221,142.250.194.134,0.000516
192.168.182.221,142.250.194.134,0.303480
192.168.182.221,142.250.194.134,0.127227
192.168.182.221,142.250.194.134,0.182974
192.168.182.221,142.250.194.134,0.215270
192.168.182.221,142.250.194.134,0.095230
192.168.182.221,142.250.194.134,0.000492
192.168.182.221,142.250.194.134,0.000056
192.168.182.221,142.250.194.134,0.001771
192.168.182.221,142.250.194.134,0.115377
192.168.182.221,142.250.194.134,0.121312
192.168.182.221,142.250.194.134,0.120430
192.168.182.221,142.250.194.134,0.128063
192.168.182.221,142.250.194.134,0.003032
192.168.182.221,142.250.194.134,0.315510
192.168.182.221,142.250.194.134,0.315205
192.168.182.221,142.250.194.134,0.080024
192.168.182.221,142.250.194.134,0.389086
192.168.182.221,142.250.194.134,0.035476
192.168.182.221,142.250.194.134,24.802570
192.168.182.221,142.250.194.134,0.907305
192.168.182.221,142.250.194.194,0.258736
192.168.182.221,142.250.194.194,0.401827
192.168.182.221,142.250.194.194,0.436564
192.168.182.221,142.250.194.194,0.038410
192.168.182.221,142.250.194.34,0.20126
192.168.182.221,142.250.194.34,0.001008
192.168.182.221,142.250.194.34,0.494179
192.168.182.221,142.250.194.34,0.002107
192.168.182.221,142.250.194.34,0.001085
192.168.182.221,142.250.194.34,0.000261
192.168.182.221,142.250.194.34,0.31114
192.168.182.221,142.250.194.34,0.023771
192.168.182.221,142.250.194.34,0.000982
192.168.182.221,142.250.194.34,0.165286
192.168.182.221,142.250.194.34,0.000738
192.168.182.221,142.250.194.34,0.812348
192.168.182.221,142.250.194.34,0.056370
192.168.182.221,142.250.194.34,0.000375
192.168.182.221,142.250.194.34,0.164327
192.168.182.221,142.250.194.34,0.000074
192.168.182.221,142.250.194.34,0.000313
192.168.182.221,142.250.194.34,0.237428
192.168.182.221,142.250.194.34,0.061862
192.168.182.221,142.250.194.34,0.294729
192.168.182.221,142.250.194.34,0.026343
192.168.182.221,142.250.194.34,0.002711
192.168.182.221,142.250.194.34,0.000359
192.168.182.221,142.250.194.34,0.000254
192.168.182.221,142.250.194.34,0.212403
192.168.182.221,142.250.194.34,0.471475
192.168.182.221,142.250.194.34,0.273508
192.168.182.221,142.250.194.34,0.002433
192.168.182.221,142.250.194.34,0.210645
192.168.182.221,142.250.194.34,0.049237
192.168.182.221,142.250.194.34,0.523652
192.168.182.221,142.250.194.34,0.198840
192.168.182.221,142.250.194.34,0.028218
192.168.182.221,142.250.194.34,0.292625
192.168.182.221,142.250.194.34,0.076239
192.168.182.221,142.250.194.34,0.151707
192.168.182.221,142.250.194.34,0.037404
192.168.182.221,142.250.194.34,0.119920
192.168.182.221,142.250.194.34,0.004339
192.168.182.221,142.250.194.34,0.030020
192.168.182.221,142.250.194.34,2.386497
192.168.182.221,142.250.194.34,0.595049
192.168.182.221,142.250.194.34,0.034778
192.168.182.221,142.250.194.34,0.601814
192.168.182.221,142.250.194.34,0.969160
192.168.182.221,142.250.194.34,0.415056
192.168.182.221,142.250.194.34,0.005666
192.168.182.221,142.250.194.34,0.049930
192.168.182.221,142.250.194.34,0.120849
192.168.182.221,142.250.194.34,0.196953
192.168.182.221,142.250.194.34,0.028144
192.168.182.221,142.250.194.34,38.097999
192.168.182.221,142.250.207.206,0.051389
192.168.182.221,142.250.207.226,0.000156
192.168.182.221,142.250.207.226,0.230458
192.168.182.221,142.250.207.226,0.068984
192.168.182.221,142.250.207.226,0.000455
192.168.182.221,142.250.207.226,0.002813
192.168.182.221,142.250.207.226,0.000405
192.168.182.221,142.250.207.226,0.000161
192.168.182.221,142.250.207.226,0.000297
192.168.182.221,142.250.207.226,0.000061
192.168.182.221,142.250.207.226,0.000068
192.168.182.221,142.250.207.226,0.000044
192.168.182.221,142.250.207.226,0.141852
192.168.182.221,142.250.207.226,0.000403
192.168.182.221,142.250.207.226,0.000512
192.168.182.221,142.250.207.226,0.000510
192.168.182.221,142.250.207.226,0.003327
192.168.182.221,142.250.207.226,0.077825
192.168.182.221,142.250.207.226,0.054844
192.168.182.221,142.250.207.226,0.034099
192.168.182.221,142.250.207.226,0.009821
192.168.182.221,142.250.207.226,0.078471
192.168.182.221,142.250.207.226,0.000792
192.168.182.221,142.250.207.226,0.007301
192.168.182.221,142.250.207.226,0.010790
192.168.182.221,142.250.207.226,0.005630
192.168.182.221,142.250.207.226,0.001449
192.168.182.221,142.250.207.226,0.131606
192.168.182.221,142.250.207.226,0.044159
192.168.182.221,142.250.207.226,0.000632
192.168.182.221,142.250.207.226,0.000605
192.168.182.221,142.250.207.226,0.000570
192.168.182.221,142.250.207.226,0.000437
192.168.182.221,142.250.207.226,0.096646
192.168.182.221,142.250.207.226,0.001214
192.168.182.221,142.250.207.226,0.051433
192.168.182.221,142.250.207.226,0.036786
192.168.182.221,142.250.207.226,0.002341
192.168.182.221,142.250.207.226,4.221551
192.168.182.221,142.250.207.226,0.000474
192.168.182.221,142.250.207.226,0.307917
192.168.182.221,142.250.207.226,0.010005
192.168.182.221,142.250.207.226,0.255095
192.168.182.221,142.250.207.226,0.247859
192.168.182.221,142.250.207.226,0.000148
192.168.182.221,142.250.207.226,0.000484
192.168.182.221,142.250.207.226,0.000507
192.168.182.221,142.250.207.226,0.007129
192.168.182.221,142.250.207.226,0.000826
192.168.182.221,142.250.207.226,0.002782
192.168.182.221,142.250.207.226,0.001403
192.168.182.221,142.250.207.226,0.046657
192.168.182.221,142.250.207.226,0.002412
192.168.182.221,142.250.207.226,0.059238
192.168.182.221,142.250.207.226,0.000534
192.168.182.221,142.250.207.226,0.000149
192.168.182.221,142.250.207.226,0.002406
192.168.182.221,142.250.207.226,0.066283
192.168.182.221,142.250.207.226,0.004691
192.168.182.221,142.250.207.226,0.000874
192.168.182.221,142.250.207.226,0.000502
192.168.182.221,142.250.207.226,0.007021
192.168.182.221,142.250.207.226,0.004101
192.168.182.221,142.250.207.226,0.004892
192.168.182.221,142.250.207.226,0.000706
192.168.182.221,142.250.207.226,0.077356
192.168.182.221,142.250.207.226,0.014450
192.168.182.221,142.250.207.226,0.000038
192.168.182.221,142.250.207.226,0.068469
192.168.182.221,142.250.207.226,0.016452
192.168.182.221,142.250.207.226,0.000370
192.168.182.221,142.250.207.226,0.000194
192.168.182.221,142.250.207.226,0.000136
192.168.182.221,142.250.207.226,0.000123
192.168.182.221,142.250.207.226,0.044944
192.168.182.221,142.250.207.226,0.099688
192.168.182.221,142.250.207.226,0.001078
192.168.182.221,142.250.207.226,0.000187
192.168.182.221,142.250.207.226,0.032264
192.168.182.221,142.250.207.226,0.001439
192.168.182.221,142.250.207.226,0.000209
192.168.182.221,142.250.207.226,0.000154
192.168.182.221,142.250.207.226,0.012271
192.168.182.221,142.250.207.226,0.000117
192.168.182.221,142.250.207.226,0.000089
192.168.182.221,142.250.207.226,0.00009
192.168.182.221,142.250.207.226,0.000085
192.168.182.221,142.250.207.226,0.047547
192.168.182.221,142.250.207.226,0.001505
192.168.182.221,142.250.207.226,0.025477
192.168.182.221,142.250.207.226,0.002063
192.168.182.221,142.250.207.226,0.000142
192.168.182.221,142.250.207.226,0.001157
192.168.182.221,142.250.207.226,0.003854
192.168.182.221,142.250.207.226,0.086037
192.168.182.221,142.250.207.226,5.259293
192.168.182.221,142.250.207.226,0.019479
192.168.182.221,142.250.207.226,0.082617
192.168.182.221,142.250.207.226,0.001234
192.168.182.221,142.250.207.226,0.001376
192.168.182.221,142.250.207.226,0.000804
192.168.182.221,142.250.207.226,0.175375
192.168.182.221,142.250.207.226,0.210088
192.168.182.221,142.250.207.226,0.023090
192.168.182.221,142.250.207.226,0.000808
192.168.182.221,142.250.207.226,0.002229
192.168.182.221,142.250.207.226,0.000272
192.168.182.221,142.250.207.226,0.000277
192.168.182.221,142.250.207.226,0.000025
192.168.182.221,142.250.207.226,0.001204
192.168.182.221,142.250.207.226,0.001219
192.168.182.221,142.250.207.226,0.000642
192.168.182.221,142.250.207.226,0.000375
192.168.182.221,142.250.207.226,0.100738
192.168.182.221,142.250.207.226,0.000105
192.168.182.221,142.250.207.226,0.059254
192.168.182.221,142.250.207.226,0.000139
192.168.182.221,142.250.207.226,0.004096
192.168.182.221,142.250.207.226,0.008687
192.168.182.221,142.250.207.226,0.000181
192.168.182.221,142.250.207.226,0.000357
192.168.182.221,142.250.207.226,0.003361
192.168.182.221,142.250.207.226,0.002566
192.168.182.221,142.250.207.226,0.000218
192.168.182.221,142.250.207.226,2.564453
192.168.182.221,142.250.207.226,0.096741
192.168.182.221,142.250.207.226,0.001009
192.168.182.221,142.250.207.226,0.026882
192.168.182.221,142.250.207.226,0.091380
192.168.182.221,142.250.207.226,0.001846
192.168.182.221,142.250.207.226,0.000790
192.168.182.221,142.250.207.226,0.053164
192.168.182.221,142.250.207.226,0.002965
192.168.182.221,142.250.207.226,0.000195
192.168.182.221,142.250.207.226,0.000974
192.168.182.221,142.250.207.226,0.000152
192.168.182.221,142.250.207.226,0.000109
192.168.182.221,142.250.207.226,0.000019
192.168.182.221,142.250.207.226,0.000040
192.168.182.221,142.250.207.226,0.059775
192.168.182.221,142.250.207.226,0.00641
192.168.182.221,142.250.207.226,0.033483
192.168.182.221,142.250.207.226,0.012250
192.168.182.221,142.250.207.226,0.000508
192.168.182.221,142.250.207.226,0.000362
192.168.182.221,142.250.207.226,0.000395
192.168.182.221,142.250.207.226,0.000248
192.168.182.221,142.250.207.226,0.045371
192.168.182.221,142.250.207.226,0.031068
192.168.182.221,142.250.207.226,0.000706
192.168.182.221,142.250.207.226,0.000485
192.168.182.221,142.250.207.226,0.000266
192.168.182.221,142.250.207.226,0.000113
192.168.182.221,142.250.207.226,0.000041
192.168.182.221,142.250.207.226,0.004355
192.168.182.221,142.250.207.226,0.021486
192.168.182.221,142.250.207.226,0.000871
192.168.182.221,142.250.207.226,0.021048
192.168.182.221,142.250.207.226,0.026006
192.168.182.221,142.250.207.226,0.040279
192.168.182.221,142.250.207.226,0.000381
192.168.182.221,142.250.207.226,0.001546
192.168.182.221,142.250.207.226,0.072028
192.168.182.221,142.250.207.226,0.000468
192.168.182.221,142.250.207.226,29.748107
192.168.182.221,142.250.207.226,0.422408
192.168.182.221,142.250.207.226,5.173422
192.168.182.221,142.250.207.226,0.000162
192.168.182.221,142.250.70.98,0.213968
192.168.182.221,142.250.70.98,0.000829
192.168.182.221,142.250.70.98,0.188077
192.168.182.221,142.250.70.98,0.001411
192.168.182.221,142.250.70.98,0.001260
192.168.182.221,142.250.70.98,0.000275
192.168.182.221,142.250.70.98,0.000192
192.168.182.221,142.250.70.98,0.167659
192.168.182.221,142.250.70.98,0.000197
192.168.182.221,142.250.70.98,0.045920
192.168.182.221,142.250.70.98,0.004111
192.168.182.221,142.250.70.98,45.119593
192.168.182.221,172.217.131.167,0.328812
192.168.182.221,172.217.131.167,0.324010
192.168.182.221,172.217.166.163,0.241227
192.168.182.221,172.217.166.163,0.623315
192.168.182.221,172.217.166.163,0.315579
192.168.182.221,172.217.166.163,0.000677
192.168.182.221,172.31.2.3,0.265200
192.168.182.221,172.31.2.3,3.737174
192.168.182.221,172.31.2.3,0.266194
192.168.182.221,172.31.2.3,5.763185
192.168.182.221,172.31.2.3,0.258469
192.168.182.221,172.31.2.3,0.750564
192.168.182.221,172.31.2.3,0.249704
192.168.182.221,172.31.2.3,1.761749
192.168.182.221,172.31.2.3,0.241574
192.168.182.221,172.31.2.3,3.759565
192.168.182.221,172.31.2.3,0.251060
192.168.182.221,172.31.2.3,0.751042
192.168.182.221,172.31.2.3,0.271588
192.168.182.221,172.31.2.3,0.734074
192.168.182.221,172.31.2.3,0.277662
192.168.182.221,172.31.2.3,1.725394
192.168.182.221,172.31.2.3,0.285705
192.168.182.221,172.31.2.3,3.728281
192.168.182.221,172.31.2.3,0.276888
192.168.182.221,172.31.2.3,10.755531
192.168.182.221,172.31.2.3,0.260806
192.168.182.221,172.31.2.3,0.743295
192.168.182.221,172.31.2.3,0.259903
192.168.182.221,172.31.2.3,1.755865
192.168.182.221,172.31.2.3,0.251138
192.168.182.221,172.31.2.3,3.752388
192.168.182.221,172.31.2.3,0.252405
192.168.182.221,172.31.2.3,0.742350
192.168.182.221,172.31.2.3,0.265644
192.168.182.221,172.31.2.3,0.735951
192.168.182.221,172.31.2.3,0.265885
192.168.182.221,172.31.2.3,1.744449
192.168.182.221,172.31.2.3,0.256070
192.168.182.221,172.31.2.3,3.748775
192.168.182.221,172.31.2.3,0.260920
192.168.182.221,172.31.2.3,30.774903
192.168.182.221,172.31.2.3,0.257592
192.168.182.221,172.31.2.3,0.745872
192.168.182.221,172.31.2.3,0.265451
192.168.182.221,172.31.2.3,1.737040
192.168.182.221,172.31.2.3,0.265513
192.168.182.221,172.31.2.3,3.736011
192.168.182.221,172.31.2.3,0.265819
192.168.182.221,172.31.2.3,0.751478
192.168.182.221,172.31.2.3,0.270309
192.168.182.221,172.31.2.3,0.745349
192.168.182.221,172.31.2.3,0.265801
192.168.182.221,172.31.2.3,1.735346
192.168.182.221,172.31.2.3,0.265968
192.168.182.221,172.31.2.3,3.736877
192.168.182.221,172.31.2.3,0.265803
192.168.182.221,18.66.112.50,0.260452
192.168.182.221,18.66.112.50,0.682622
192.168.182.221,18.66.112.50,0.229038
192.168.182.221,182.161.73.146,0.212453
192.168.182.221,182.161.73.146,0.000723
192.168.182.221,182.161.73.146,0.141416
192.168.182.221,182.161.73.146,0.003577
192.168.182.221,182.161.73.146,0.003722
192.168.182.221,182.161.73.146,0.001297
192.168.182.221,182.161.73.146,0.150247
192.168.182.221,182.161.73.146,0.000482
192.168.182.221,182.161.73.146,0.000290
192.168.182.221,182.161.73.146,10.053888
192.168.182.221,182.161.73.146,0.001188
192.168.182.221,182.161.73.146,0.145021
192.168.182.221,185.184.8.90,0.267105
192.168.182.221,185.184.8.90,0.119484
192.168.182.221,185.184.8.90,0.001005
192.168.182.221,185.184.8.90,0.345218
192.168.182.221,185.184.8.90,0.000788
192.168.182.221,185.184.8.90,0.161090
192.168.182.221,185.184.8.90,0.006526
192.168.182.221,185.184.8.90,0.000403
192.168.182.221,185.184.8.90,0.000340
192.168.182.221,185.184.8.90,0.158043
192.168.182.221,185.184.8.90,0.003256
192.168.182.221,185.184.8.90,0.320565
192.168.182.221,185.184.8.90,0.000885
192.168.182.221,185.184.8.90,0.000514
192.168.182.221,185.184.8.90,0.053067
192.168.182.221,185.84.60.23,0.183132
192.168.182.221,185.84.60.23,0.000830
192.168.182.221,185.84.60.23,0.277793
192.168.182.221,185.84.60.23,0.003934
192.168.182.221,185.84.60.23,0.018686
192.168.182.221,185.84.60.23,0.001488
192.168.182.221,185.84.60.23,0.000297
192.168.182.221,185.84.60.23,0.000202
192.168.182.221,185.84.60.23,0.517202
192.168.182.221,185.84.60.23,0.619758
192.168.182.221,185.84.60.23,1.400068
192.168.182.221,185.84.60.23,0.51674
192.168.182.221,192.168.182.9,0.000532
192.168.182.221,192.168.182.9,2.552755
192.168.182.221,192.168.182.9,0.000172
192.168.182.221,192.168.182.9,0.217662
192.168.182.221,192.168.182.9,0.000558
192.168.182.221,192.168.182.9,0.094046
192.168.182.221,192.168.182.9,0.003564
192.168.182.221,192.168.182.9,0.002287
192.168.182.221,192.168.182.9,0.073401
192.168.182.221,192.168.182.9,0.880398
192.168.182.221,192.168.182.9,0.005242
192.168.182.221,192.168.182.9,0.006914
192.168.182.221,192.168.182.9,0.070316
192.168.182.221,192.168.182.9,1.104878
192.168.182.221,192.168.182.9,0.007860
192.168.182.221,192.168.182.9,0.004251
192.168.182.221,192.168.182.9,3.741199
192.168.182.221,192.168.182.9,0.000753
192.168.182.221,192.168.182.9,2.276712
192.168.182.221,192.168.182.9,0.005021
192.168.182.221,192.168.182.9,0.004736
192.168.182.221,192.168.182.9,0.676263
192.168.182.221,192.168.182.9,0.003265
192.168.182.221,192.168.182.9,0.004641
192.168.182.221,192.168.182.9,0.152045
192.168.182.221,192.168.182.9,0.005874
192.168.182.221,192.168.182.9,0.005660
192.168.182.221,192.168.182.9,0.042174
192.168.182.221,192.168.182.9,0.963051
192.168.182.221,192.168.182.9,0.003495
192.168.182.221,192.168.182.9,0.002042
192.168.182.221,192.168.182.9,0.618307
192.168.182.221,192.168.182.9,0.004961
192.168.182.221,192.168.182.9,0.005786
192.168.182.221,192.168.182.9,0.013715
192.168.182.221,192.168.182.9,0.00220
192.168.182.221,192.168.182.9,0.006178
192.168.182.221,192.168.182.9,0.006076
192.168.182.221,192.168.182.9,0.004898
192.168.182.221,192.168.182.9,0.007180
192.168.182.221,192.168.182.9,0.016877
192.168.182.221,192.168.182.9,0.003273
192.168.182.221,192.168.182.9,0.003689
192.168.182.221,192.168.182.9,0.063853
192.168.182.221,192.168.182.9,0.116897
192.168.182.221,192.168.182.9,0.004560
192.168.182.221,192.168.182.9,0.003719
192.168.182.221,192.168.182.9,0.006932
192.168.182.221,192.168.182.9,0.003986
192.168.182.221,192.168.182.9,0.005397
192.168.182.221,192.168.182.9,0.003326
192.168.182.221,192.168.182.9,0.002225
192.168.182.221,192.168.182.9,0.001451
192.168.182.221,192.168.182.9,0.284461
192.168.182.221,192.168.182.9,0.002881
192.168.182.221,192.168.182.9,0.007017
192.168.182.221,192.168.182.9,0.136836
192.168.182.221,192.168.182.9,0.003143
192.168.182.221,192.168.182.9,0.002748
192.168.182.221,192.168.182.9,0.111892
192.168.182.221,192.168.182.9,0.045308
192.168.182.221,192.168.182.9,0.002208
192.168.182.221,192.168.182.9,0.003270
192.168.182.221,192.168.182.9,2.344604
192.168.182.221,192.168.182.9,0.004216
192.168.182.221,192.168.182.9,0.003279
192.168.182.221,192.168.182.9,0.038522
192.168.182.221,192.168.182.9,0.004389
192.168.182.221,192.168.182.9,0.003478
192.168.182.221,192.168.182.9,0.086142
192.168.182.221,192.168.182.9,0.002464
192.168.182.221,192.168.182.9,0.001260
192.168.182.221,192.168.182.9,0.009303
192.168.182.221,192.168.182.9,0.002308
192.168.182.221,192.168.182.9,0.001208
192.168.182.221,192.168.182.9,0.328152
192.168.182.221,192.168.182.9,0.003461
192.168.182.221,192.168.182.9,0.001785
192.168.182.221,192.168.182.9,0.062955
192.168.182.221,192.168.182.9,0.003300
192.168.182.221,192.168.182.9,0.002517
192.168.182.221,192.168.182.9,2.174206
192.168.182.221,192.168.182.9,0.004728
192.168.182.221,192.168.182.9,0.002065
192.168.182.221,192.168.182.9,12.804765
192.168.182.221,192.168.182.9,0.003961
192.168.182.221,192.168.182.9,0.003588
192.168.182.221,192.168.182.9,2.648426
192.168.182.221,192.168.182.9,0.008080
192.168.182.221,192.168.182.9,0.001974
192.168.182.221,192.168.182.9,0.730956
192.168.182.221,192.168.182.9,0.003142
192.168.182.221,192.168.182.9,0.002536
192.168.182.221,192.168.182.9,0.253409
192.168.182.221,192.168.182.9,0.003889
192.168.182.221,192.168.182.9,0.002619
192.168.182.221,192.168.182.9,0.062407
192.168.182.221,192.168.182.9,0.003871
192.168.182.221,192.168.182.9,0.001522
192.168.182.221,192.168.182.9,0.393405
192.168.182.221,192.168.182.9,0.003976
192.168.182.221,192.168.182.9,0.005022
192.168.182.221,192.168.182.9,0.005509
192.168.182.221,192.168.182.9,0.002692
192.168.182.221,192.168.182.9,0.002313
192.168.182.221,192.168.182.9,0.001933
192.168.182.221,192.168.182.9,0.001992
192.168.182.221,192.168.182.9,0.001838
192.168.182.221,192.168.182.9,0.208532
192.168.182.221,192.168.182.9,0.002336
192.168.182.221,192.168.182.9,0.002043
192.168.182.221,192.168.182.9,0.183617
192.168.182.221,192.168.182.9,0.006045
192.168.182.221,192.168.182.9,0.005782
192.168.182.221,192.168.182.9,0.008617
192.168.182.221,192.168.182.9,0.007283
192.168.182.221,192.168.182.9,0.003193
192.168.182.221,192.168.182.9,0.004230
192.168.182.221,192.168.182.9,0.003910
192.168.182.221,192.168.182.9,0.006604
192.168.182.221,192.168.182.9,0.005437
192.168.182.221,192.168.182.9,0.001166
192.168.182.221,192.168.182.9,0.000893
192.168.182.221,192.168.182.9,0.222931
192.168.182.221,192.168.182.9,0.619709
192.168.182.221,192.168.182.9,0.003452
192.168.182.221,192.168.182.9,0.001425
192.168.182.221,192.168.182.9,0.067734
192.168.182.221,192.168.182.9,5.707696
192.168.182.221,192.168.182.9,0.003317
192.168.182.221,192.168.182.9,0.002679
192.168.182.221,192.168.182.9,0.729627
192.168.182.221,192.168.182.9,0.006233
192.168.182.221,192.168.182.9,0.002635
192.168.182.221,192.168.182.9,0.007749
192.168.182.221,192.168.182.9,0.002002
192.168.182.221,192.168.182.9,0.000974
192.168.182.221,192.168.182.9,0.008658
192.168.182.221,192.168.182.9,0.001775
192.168.182.221,192.168.182.9,0.001725
192.168.182.221,192.168.182.9,0.063737
192.168.182.221,192.168.182.9,0.003157
192.168.182.221,192.168.182.9,0.001514
192.168.182.221,192.168.182.9,0.418798
192.168.182.221,192.168.182.9,0.002702
192.168.182.221,192.168.182.9,0.003137
192.168.182.221,192.168.182.9,0.229555
192.168.182.221,192.168.182.9,0.004082
192.168.182.221,192.168.182.9,0.004439
192.168.182.221,192.168.182.9,0.005170
192.168.182.221,192.168.182.9,0.002104
192.168.182.221,192.168.182.9,0.003527
192.168.182.221,192.168.182.9,0.008065
192.168.182.221,192.168.182.9,0.003119
192.168.182.221,192.168.182.9,0.001602
192.168.182.221,192.168.182.9,0.003951
192.168.182.221,192.168.182.9,0.002810
192.168.182.221,192.168.182.9,0.003129
192.168.182.221,192.168.182.9,0.159119
192.168.182.221,192.168.182.9,0.264219
192.168.182.221,192.168.182.9,0.003455
192.168.182.221,192.168.182.9,0.005372
192.168.182.221,192.168.182.9,0.133446
192.168.182.221,192.168.182.9,0.004202
192.168.182.221,192.168.182.9,0.002936
192.168.182.221,192.168.182.9,0.761377
192.168.182.221,192.168.182.9,0.006270
192.168.182.221,192.168.182.9,0.003343
192.168.182.221,192.168.182.9,0.085277
192.168.182.221,192.168.182.9,0.087798
192.168.182.221,192.168.182.9,0.003724
192.168.182.221,192.168.182.9,0.004154
192.168.182.221,192.168.182.9,0.045785
192.168.182.221,192.168.182.9,0.003040
192.168.182.221,192.168.182.9,0.002433
192.168.182.221,192.168.182.9,0.004964
192.168.182.221,192.168.182.9,0.004453
192.168.182.221,192.168.182.9,0.003774
192.168.182.221,192.168.182.9,0.259087
192.168.182.221,192.168.182.9,0.004866
192.168.182.221,192.168.182.9,0.002913
192.168.182.221,192.168.182.9,0.353128
192.168.182.221,192.168.182.9,0.001782
192.168.182.221,192.168.182.9,0.001486
192.168.182.221,192.168.182.9,0.612420
192.168.182.221,192.168.182.9,0.002015
192.168.182.221,192.168.182.9,0.001293
192.168.182.221,192.168.182.9,0.029605
192.168.182.221,192.168.182.9,0.002872
192.168.182.221,192.168.182.9,0.001243
192.168.182.221,192.168.182.9,0.118757
192.168.182.221,192.168.182.9,0.128051
192.168.182.221,192.168.182.9,0.004539
192.168.182.221,192.168.182.9,0.005376
192.168.182.221,192.168.182.9,0.522933
192.168.182.221,192.168.182.9,0.002147
192.168.182.221,192.168.182.9,0.002342
192.168.182.221,192.168.182.9,0.267117
192.168.182.221,192.168.182.9,0.002371
192.168.182.221,192.168.182.9,0.001452
192.168.182.221,192.168.182.9,0.004644
192.168.182.221,192.168.182.9,0.002102
192.168.182.221,192.168.182.9,0.001673
192.168.182.221,192.168.182.9,0.095645
192.168.182.221,192.168.182.9,0.108548
192.168.182.221,192.168.182.9,0.002629
192.168.182.221,192.168.182.9,0.002017
192.168.182.221,192.168.182.9,0.002123
192.168.182.221,192.168.182.9,0.000908
192.168.182.221,192.168.182.9,0.001495
192.168.182.221,192.168.182.9,0.783461
192.168.182.221,192.168.182.9,0.001940
192.168.182.221,192.168.182.9,0.001624
192.168.182.221,192.168.182.9,0.130714
192.168.182.221,192.168.182.9,0.002631
192.168.182.221,192.168.182.9,0.003590
192.168.182.221,192.168.182.9,2.191163
192.168.182.221,192.168.182.9,0.001815
192.168.182.221,192.168.182.9,0.001664
192.168.182.221,192.168.182.9,0.088415
192.168.182.221,192.168.182.9,0.006555
192.168.182.221,192.168.182.9,0.003749
192.168.182.221,192.168.182.9,0.006982
192.168.182.221,192.168.182.9,0.005037
192.168.182.221,192.168.182.9,0.003772
192.168.182.221,192.168.182.9,0.192950
192.168.182.221,192.168.182.9,0.006686
192.168.182.221,192.168.182.9,0.003269
192.168.182.221,192.168.182.9,0.205338
192.168.182.221,192.168.182.9,0.00274
192.168.182.221,192.168.182.9,0.003046
192.168.182.221,192.168.182.9,0.095230
192.168.182.221,192.168.182.9,0.004939
192.168.182.221,192.168.182.9,0.002619
192.168.182.221,192.168.182.9,0.004621
192.168.182.221,192.168.182.9,0.007000
192.168.182.221,192.168.182.9,0.007421
192.168.182.221,192.168.182.9,0.114788
192.168.182.221,192.168.182.9,0.003707
192.168.182.221,192.168.182.9,0.001772
192.168.182.221,192.168.182.9,0.002093
192.168.182.221,192.168.182.9,0.004083
192.168.182.221,192.168.182.9,0.003866
192.168.182.221,192.168.182.9,0.362187
192.168.182.221,192.168.182.9,0.347290
192.168.182.221,192.168.182.9,0.004013
192.168.182.221,192.168.182.9,0.004160
192.168.182.221,192.168.182.9,0.058868
192.168.182.221,192.168.182.9,0.003000
192.168.182.221,192.168.182.9,0.030819
192.168.182.221,192.168.182.9,0.004755
192.168.182.221,192.168.182.9,0.005106
192.168.182.221,192.168.182.9,0.104645
192.168.182.221,192.168.182.9,0.007440
192.168.182.221,192.168.182.9,0.005678
192.168.182.221,192.168.182.9,0.009899
192.168.182.221,192.168.182.9,0.002077
192.168.182.221,192.168.182.9,0.002252
192.168.182.221,192.168.182.9,0.131070
192.168.182.221,192.168.182.9,0.000607
192.168.182.221,192.168.182.9,0.008463
192.168.182.221,192.168.182.9,0.005692
